0,365.7
0.001,275.4
0.002,208.6
0.003,159
0.004,122.4
0.005,95.4
0.006,75.5
0.007,61
0.008,50.4
0.009,42.9
0.01,702.2
0.011,1139.7
0.012,1357.3
0.013,1465.2
0.014,1519.4
0.015,1546.6
0.025,1559.8
0.035,1566.1
0.045,1569
0.055,1570.3
0.065,1570.6
0.075,1570.6
0.085,1570.3
0.095,1569.9
0.105,1569.3
0.115,1568.7
0.125,1568.1
0.135,1567.7
0.145,1567.2
0.155,1566.8
0.165,1566.3
0.175,1565.9
0.185,1565.4
0.195,1564.9
0.205,1564.4
0.215,1563.9
0.225,1563.5
0.235,1563
0.245,1562.5
0.255,1562.1
0.265,1561.6
0.275,1561.1
0.285,1560.6
0.295,1560.2
0.305,1559.7
0.315,1559.2
0.325,1560
0.335,1560.1
0.345,1560
0.355,1559.5
0.365,1559
0.375,1558.4
0.385,1557.9
0.395,1557.4
0.405,1557
0.415,1556.5
0.425,1556
0.435,1555.6
0.445,1555.1
0.455,1554.6
0.465,1554.1
0.475,1553.7
0.485,1553.2
0.495,1552.7
0.505,1552.2
0.515,1551.8
0.525,1551.3
0.535,1550.8
0.545,1550.3
0.555,1549.9
0.565,1549.4
0.575,1548.9
0.585,1548.5
0.595,1548
0.605,1547.5
0.615,1547
0.625,1547.8
0.635,1547.9
0.645,1547.7
0.655,1547.3
0.665,1546.7
0.675,1546.2
0.685,1545.7
0.695,1545.2
0.705,1544.7
0.715,1544.3
0.725,1543.8
0.735,1543.3
0.745,1542.8
0.755,1542.4
0.765,1541.9
0.775,1541.4
0.785,1540.9
0.795,1540.5
0.805,1540
0.815,1539.5
0.825,1539.1
0.835,1538.6
0.845,1538.1
0.855,1537.6
0.865,1537.2
0.875,1536.7
0.885,1536.2
0.895,1535.7
0.905,1535.3
0.915,1534.8
0.925,1534.3
0.935,1535
0.945,1535.1
0.955,1535
0.965,1534.5
0.975,1534
0.985,1533.4
0.995,1532.9
1.005,1532.4
1.015,1531.9
1.025,1531.5
1.035,1531
1.045,1530.5
1.055,1530.1
1.065,1529.6
1.075,1529.1
1.085,1528.6
1.095,1528.2
1.105,1527.7
1.115,1527.2
1.125,1526.7
1.135,1526.3
1.145,1525.8
1.155,1525.3
1.165,1524.9
