0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
346,51.1835
512,44.8286
610,36.3184
753,31.3657
901,26.2382
1050,22.4614
1318,18.8046
1427,16.7023
1561,15.6494
1713,14.3213
1866,13.26
2019,12.2545
2165,11.6342
2316,11.116
2468,10.9738
2617,10.2418
2892,9.4457
3113,8.3396
3217,8.1331
3356,7.7533
3612,7.2933
3716,6.9891
3852,6.6565
4004,6.6888
4152,6.4849
4301,6.2742
4456,6.1801
4617,5.8022
4753,5.3989
4903,5.4091
5056,5.3276
5224,4.681
5355,4.4823
5506,4.5944
5659,4.4568
5810,4.314
5957,3.9182
6109,4.2474
6369,3.997
6471,3.8117
6607,3.5591
6758,3.6678
6908,3.6681
7060,3.2375
7209,3.6289
7361,3.368
7515,3.2022
7660,3.3284
7812,3.295
7961,3.7184
8226,3.0104
8330,3.1651
8465,2.7908
8622,3.0437
8773,2.9658
8912,2.8742
9067,3.0969
9218,3.0562
9369,3.0609
9517,3.3792
9765,3.4256
9868,3.786
10009,3.594
10152,3.4223
10301,3.7581
10451,4.5553
10603,4.1193
10757,4.402
10907,4.6585
11052,4.8494
11212,5.2767
11357,5.3267
11505,5.1449
11654,5.3327
11804,5.5499
11955,5.5234
12104,5.555
12257,5.1462
12407,4.9897
12551,4.371
12699,4.0353
12850,4.0607
13003,4.1758
13151,4.1883
13301,4.3456
13456,4.6732
13608,4.6601
13756,4.8413
13905,5.0877
14054,5.3281
14208,4.927
14358,4.9147
14503,4.7527
14654,4.5663
14804,4.74
14952,4.6849
15100,4.8276
15255,5.0178
15404,5.1339
15555,5.4756
15705,5.6697
15855,5.6628
16143,5.7276
16250,5.0759
16379,4.8243
16532,4.9547
16685,4.8399
16832,5.0181
16982,5.0085
17130,4.9417
17381,5.1179
17480,5.2794
17618,5.7586
17769,5.7804
17917,5.8953
18068,6.1043
18216,6.1508
18483,6.3302
18584,6.523
18718,6.6571
18867,6.7288
19018,7.2108
19175,7.1652
19422,7.1283
19520,7.3527
19660,7.6168
19811,7.6217
19962,7.7526
20111,7.9005
20261,8.3354
20412,8.391
20558,8.5559
20832,8.8634
20939,9.1568
21070,9.0366
21223,9.6146
21374,9.5704
21524,9.8229
21673,10.0941
21945,10.5808
22046,10.6207
22182,10.7986
22334,10.7446
22487,11.0804
22637,11.3253
22787,11.3002
22935,11.3414
23089,11.7575
23237,12.1255
23384,12.1795
23544,12.4389
23686,12.719
23934,13.1776
24036,13.1455
24173,13.4014
24322,13.858
24479,14.0024
24626,14.1618
24774,14.5296
24931,14.9428
25079,15.0825
25228,14.9483
25376,15.1877
25528,15.5303
25676,15.7484
25828,15.7383
25977,15.8655
