0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
287,2.0265
460,2.0504
564,2.0849
718,2.2574
874,2.2511
1029,2.1296
1183,2.2101
1337,2.1029
1491,2.1008
1648,2.394
1805,2.0853
1959,2.5216
2114,2.1492
2269,2.523
2423,2.3021
2579,2.1991
2735,2.2336
2890,1.9814
3196,1.973
3308,1.9697
3448,2.2747
3603,2.5427
3760,2.5697
3913,2.4189
4068,2.165
4322,1.9271
4421,2.1329
4578,2.2744
4733,2.2968
4889,2.2747
5044,2.1859
5198,2.0848
5353,2.2899
5508,2.2722
5679,2.2138
5820,2.1022
5975,2.1982
6128,2.3404
6285,2.08
6439,2.1369
6595,2.2781
6750,2.1157
6905,2.3937
7061,2.3196
7216,2.3711
7370,2.6326
7527,2.4146
7681,2.1031
7834,2.3402
7990,2.4611
8143,2.4436
8300,2.1213
8457,2.2651
8612,2.2593
8768,2.522
8923,2.4163
9078,2.3006
9233,2.3868
9389,2.4529
9544,2.245
