0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
263,0.552
415,1.04
572,1.656
726,2.304
881,2.796
1035,3.52
1191,4.228
1345,4.728
1501,5.552
1655,6.064
1810,6.7641
1966,7.4161
2121,7.9641
2276,8.6121
2430,9.3
2587,9.664
2741,10.264
2895,10.732
3051,11.1119
3206,11.7039
3360,12.1558
3516,12.7158
3672,12.9678
3827,13.1637
3982,13.9077
4135,14.6117
4291,15.3676
4446,16.0916
4600,16.9236
4758,17.2995
4912,17.8555
5067,18.3915
5223,19.2675
5378,19.5874
5532,20.2314
5689,20.8433
5844,21.5033
5998,22.3553
6153,22.7072
6307,23.3032
6464,22.1789
6619,8.8257
6773,3.6402
6930,1.4553
7086,0.4627
7240,0.2127
7398,0.125
7553,0
7710,0.0485
7972,0.004
8066,0.0487
8220,0.0321
8376,0.0303
8531,0.0261
8689,0.1459
8845,0.0381
8999,0.0502
9153,0.0729
9308,0.0657
9463,0.0224
9618,0.0078
9775,0.5678
9931,1.2478
10087,1.6198
10243,2.2398
10398,3.0318
10551,3.3238
10704,3.8238
10859,4.3558
11016,4.7158
11157,5.4079
11327,6.0999
11485,6.8039
11638,7.5759
11794,8.5279
11950,9.2319
12104,9.6358
12262,10.2398
12417,10.7558
12571,11.2637
12726,11.8797
12880,12.7037
13035,13.3436
13189,13.8916
13343,14.4396
13498,15.2035
13652,15.7155
13808,16.3595
13964,17.1234
14120,17.5954
14275,18.3793
14431,19.1233
14586,19.8113
14742,20.6912
14898,21.2952
15055,21.7272
15210,22.3232
15364,22.9271
15520,23.5591
15675,24.127
15831,24.751
15984,25.295
16141,25.6429
16296,26.4869
16452,27.1509
16607,27.8348
16761,28.3948
16918,29.1428
17074,29.8427
17228,30.3547
17384,31.1747
17540,31.7907
17695,32.1827
17849,32.8749
18006,33.251
18159,33.9032
18314,34.6194
18469,35.0276
18623,35.7598
18777,36.34
18933,36.9439
19087,37.1966
19241,37.2549
19395,37.6445
19550,37.6363
19704,37.8696
19860,38.1986
20014,38.4439
20169,38.7652
20324,39.1737
20480,39.4774
20636,39.7312
20791,39.9252
20945,39.8692
21100,37.4623
21255,14.7844
21412,5.6191
21567,2.1907
21723,0.7244
21877,0.3141
22033,0.0299
22190,0.0108
22342,0.026
22498,0.0642
22652,0.016
22806,0.004
22963,0
23118,0.0345
23276,0.0784
23432,0.0849
23586,0.0408
23740,0.0182
23895,0.0524
24050,0.012
24206,0.1818
24358,0.1558
24514,0.0827
24669,0.0109
24821,0.0481
24976,0.0622
25131,0.061
25286,0.142
25442,0.1782
25597,0.2759
25753,0.0731
25909,0.0646
26062,0.7028
26218,1.3505
26373,1.8616
