0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
273,1000
459,1000
565,1000
719,1000
876,1000
1030,1000
1183,1000
1338,1000
1494,1000
1648,1000
1802,1000
1955,1000
2110,1000
2264,1000
2418,1000
2576,1000
2732,1000
2885,1000
3039,1000
3194,921.6001
3349,975.1938
3503,992.1512
3658,997.5166
3814,999.2142
3969,959.429
4121,525.556
4274,167.3542
4428,53.8976
4583,17.7805
4738,6.5178
4893,2.8102
5242,1.5011
5374,1.2882
5514,1.5286
5668,1.4374
5824,1.3586
5977,1.1616
6131,1.2142
6286,1.0956
6440,1.3791
6594,1.1878
6748,1.3716
6902,1.5685
7056,1.5317
7211,1.5991
7365,1.6241
7520,1.7733
7674,1.241
7829,1.4764
7985,1.5867
8140,1.5411
8295,1.3283
8449,1.2412
8603,1.231
8759,1.2498
8913,1.6827
9068,1.3167
9224,1.282
9377,1.3256
9748,1.0094
10228,1.0943
10352,1.3225
10509,1.1705
10663,1.1042
10817,1.1817
10972,1.3103
11126,1.4253
11280,1.2481
11435,1.1308
11589,1.3616
11744,1.5283
11900,1.6175
12053,1.4977
12208,1.2853
12364,1.5248
12518,1.3842
12672,1.3106
12827,1.2118
12983,1.4317
13137,1.6048
13292,1.6002
13447,1.4391
13602,1.625
13758,1.3733
13912,1.2767
14064,1.1363
14221,1.5337
14375,1.5058
14531,1.4606
14687,1.2792
14841,1.3313
14995,1.5885
15152,1.706
15306,1.7793
15460,1.7819
15617,1.4009
15770,1.5753
15927,1.6705
16080,1.4793
16234,1.6014
16390,1.5794
16545,1.4388
16699,1.3565
16856,1.2585
17008,1.2075
17164,1.243
17317,1.5725
17472,1.7066
17628,1.7431
17781,1.524
17937,1.5016
18093,1.5971
18247,1.6741
18401,1.5816
18556,1.3897
18711,1.4137
18867,1.5552
19022,1.541
19177,1.5889
19333,1.3849
19485,1.2341
19641,1.5247
19794,1.4821
19948,1.567
20105,1.7061
20259,1.654
20414,1.5146
20568,1.2092
20722,1.5788
20878,1.4676
21032,1.157
21186,1.2939
21341,1.574
21496,1.2883
21651,1.3169
21809,1.2698
21964,1.4474
22118,1.318
22452,1.483
22575,1.2538
22707,1.3459
22861,1.0592
23015,1.2244
23170,1.2779
23324,1.2806
23480,1.2754
23634,1.4799
23790,1.5377
23947,1.6103
24100,0.8757
24256,437.7771
24439,139.3149
24564,44.8345
24719,14.3647
24875,4.5451
25030,330.006
25186,104.6775
25341,33.1206
25497,10.4796
25668,331.5783
25805,105.9292
25961,34.5247
26118,11.8211
26270,4.6546
26425,2.4071
26582,1.6425
26736,1.4391
26892,1.1722
27048,1.0827
27204,1.4069
27358,1.4171
27514,1.2813
