0,0,0,0,0,0,0,0,0,0,0.9275,1.1925,1.7225,2.385,1.325,1.59,0.53,2.385,0.3975,1.1925,0,0.6625,1.59,0.265
0,0,0,0,0,0,0,0,0,0,246,399,555,710,865,1018,1173,1329,1484,1642,1797,1952,2105,2262
